Rank,Gene,
15005,ADGRB3,
15006,ABCA9,
15007,LRRC74A,
15008,NXPH1,
15009,FBRS,
15010,OR5D16,
15011,OR2T12,
15012,ZNF517,
15013,OR52N5,
15014,ANO4,
15015,GPR82,
15016,OR10Q1,
15017,GGTLC1,
15018,TBC1D16,
15019,SSC5D,
15020,ZSCAN25,
15021,ZNF90,
15022,MEGF9,
15023,SLC24A1,
15024,SLITRK6,
15025,ANKRD61,
15026,ZNF334,
15027,EDDM3A,
15028,ZNF552,
15029,C9orf69,
15030,ZDHHC21,
15031,ZNF438,
15032,KLHL40,
15033,CTSO,
15034,SLC10A6,
15035,ZNF514,
15036,OR1J1,
15037,ADIG,
15038,SCGB2B2,
15039,DPEP2,
15040,PM20D2,
15041,WFDC12,
15042,OR4Q3,
15043,OR7G1,
15044,TP53INP1,
15045,DSCR4,
15046,PPIAL4F,
15047,FAM53C,
15048,CRTAC1,
15049,NUDT19,
15050,OR13H1,
15051,ITFG1,
15052,ZNF345,
15053,SPACA3,
15054,RP1L1,
15055,CEACAM6,
15056,XK,
15057,CTD-2192J16.17,
15058,ZNF737,
15059,ZNF430,
15060,ZNF234,
15061,MLLT11,
15062,RSPH10B2,
15063,TMEM156,
15064,ZNF486,
15065,SLC7A2,
15066,CHCHD10,
15067,IER5L,
15068,PATE1,
15069,ZNF582,
15070,OR8K5,
15071,ZNF75A,
15072,ZNF497,
15073,PAIP2B,
15074,CCDC124,
15075,PRUNE,
15076,KLHDC8B,
15077,CABS1,
15078,EML6,
15079,ZNF30,
15080,GPM6A,
15081,OR5K1,
15082,FCRL4,
15083,ELMOD3,
15084,FBXO24,
15085,ZNF416,
15086,ZBED2,
15087,ADGRE3,
15088,OR7D2,
15089,ZNF101,
15090,FAM64A,
15091,OR2T29,
15092,PPIAL4G,
15093,MORN4,
15094,ZNF385B,
15095,OR2AG1,
15096,ASPHD1,
15097,ZNF43,
15098,FAM208A,
15099,SIGLEC14,
15100,MRGPRD,
15101,C19orf52,
15102,ERMAP,
15103,PRADC1,
15104,ZNF134,
15105,SLC25A48,
15106,BCO2,
15107,ZNF562,
15108,OR8D1,
15109,OR51S1,
15110,ZNF589,
15111,TTLL7,
15112,ZC2HC1B,
15113,FAM83G,
15114,OR13J1,
15115,SAMD14,
15116,WFDC8,
15117,RP11-762I7.5,
15118,NLRP8,
15119,OR1B1,
15120,CCDC191,
15121,ZNF784,
15122,TMEM62,
15123,FAM83B,
15124,TUFT1,
15125,TMUB2,
15126,EXD1,
15127,NLRP13,
15128,IGSF6,
15129,ZNF613,
15130,OR3A1,
15131,ZNF771,
15132,ZNF556,
15133,ZNF672,
15134,PLAC8,
15135,LCE3D,
15136,TMEM132C,
15137,ARHGEF38,
15138,DEFB123,
15139,INSC,
15140,ANXA9,
15141,PRSS37,
15142,ZSCAN30,
15143,MROH2B,
15144,KRT27,
15145,C9orf16,
15146,IGSF11,
15147,IFI27L2,
15148,SDK1,
15149,OR5A2,
15150,ZNF837,
15151,ZSCAN31,
15152,ZYG11A,
15153,CRIPAK,
15154,CLECL1,
15155,FOCAD,
15156,OR8B2,
15157,OR1G1,
15158,OR2M7,
15159,TMEM65,
15160,OR5A1,
15161,ZNF17,
15162,TTLL10,
15163,SPERT,
15164,FAM150A,
15165,CABYR,
15166,ANKRD60,
15167,KRTAP9-2,
15168,SERAC1,
15169,NRAP,
15170,CSRNP3,
15171,PQLC2L,
15172,HSD11B1L,
15173,SH2D4B,
15174,TRIM7,
15175,OR8D2,
15176,KIAA1147,
15177,ZFP41,
15178,PPP1R14D,
15179,C5orf46,
15180,RWDD2B,
15181,DCDC2B,
15182,CFAP20,
15183,OR6J1,
15184,SLC25A51,
15185,UBQLN3,
15186,ABCA6,
15187,PPP1R26,
15188,PRR35,
15189,CERCAM,
15190,TUSC5,
15191,SRRM4,
15192,SPINK8,
15193,TCTN2,
15194,GPR142,
15195,ANKDD1B,
15196,LOXL3,
15197,FRMPD3,
15198,ZNF641,
15199,OR51L1,
15200,OR51A4,
15201,OR51A2,
15202,GPR42,
15203,SERTAD3,
15204,OR4F15,
15205,OR4X2,
15206,C2orf80,
15207,OR4N5,
15208,TM4SF4,
15209,CFAP54,
15210,PLEK2,
15211,OR1Q1,
15212,OR51T1,
15213,PSMG4,
15214,NOTCH2NL,
15215,PRM3,
15216,CACHD1,
15217,LELP1,
15218,BCAS1,
15219,MAPKBP1,
15220,GIMAP5,
15221,OR52M1,
15222,POC1B,
15223,FAM76B,
15224,ITPRIPL1,
15225,OR4D6,
15226,C9orf85,
15227,KRTCAP2,
15228,TEX19,
15229,FAM126A,
15230,SAMD9L,
15231,SNRNP27,
15232,LYRM7,
15233,TCAF1,
15234,KRT12,
15235,PLBD2,
15236,CLYBL,
15237,LRRC14,
15238,DMKN,
15239,IQCG,
15240,OR2T1,
15241,C10orf12,
15242,KCTD8,
15243,C16orf45,
15244,CGRRF1,
15245,CST11,
15246,OR6C70,
15247,LYPD2,
15248,OR56A3,
15249,OR56A1,
15250,OR2G3,
15251,RASA4B,
15252,SLC25A25,
15253,FSIP2,
15254,NDC1,
15255,OR6B1,
15256,FMO2,
15257,SPATA2L,
15258,OR6F1,
15259,OR10J5,
15260,CCDC151,
15261,CTC-512J12.6,
15262,CTC-398G3.6,
15263,CTD-2192J16.20,
15264,KRBOX1,
15265,ZNF26,
15266,CTD-3105H18.14,
15267,CTD-3105H18.16,
15268,CTD-3105H18.18,
15269,ZSCAN5A,
15270,AC002310.13,
15271,ZSCAN5CP,
15272,RP4-734P14.4,
15273,CTC-454I21.3,
15274,RP1-27O5.3,
15275,ZNF790,
15276,ZNF788,
15277,ZNF776,
15278,ZNF775,
15279,ZNF843,
15280,ZNF814,
15281,ZNF812,
15282,ZNF684,
15283,ZNF654,
15284,ZNF649,
15285,ZNF626,
15286,ZNF620,
15287,ZNF619,
15288,ZNF716,
15289,ZNF577,
15290,ZNF575,
15291,ZNF547,
15292,CTD-2561J22.3,
15293,AC003006.7,
15294,CTD-2006C1.10,
15295,ZNF449,
15296,ZBTB37,
15297,AC003002.4,
15298,AC003002.6,
15299,ZNF182,
15300,C15orf39,
15301,OR8B8,
15302,FAM189A1,
15303,OR5B3,
15304,TIGD5,
15305,OR5I1,
15306,OR10G2,
15307,OR10G3,
15308,OR4E2,
15309,RPP25L,
15310,SMIM11A,
15311,C7orf43,
15312,C1orf116,
15313,TNRC18,
15314,FLYWCH2,
15315,OR52E8,
15316,TMEM204,
15317,METTL5,
15318,M1AP,
15319,KRT31,
15320,TMEM151B,
15321,TMEM59L,
15322,FAM166B,
15323,SCCPDH,
15324,RCN3,
15325,NT5DC1,
15326,CEMIP,
15327,CDH19,
15328,FUNDC2,
15329,MTERF2,
15330,R3HDML,
15331,OR5W2,
15332,SLC10A4,
15333,C1QL2,
15334,SPIN3,
15335,CFAP74,
15336,KRTAP5-10,
15337,OR2T6,
15338,PPIAL4D,
15339,POMGNT2,
15340,RSRP1,
15341,PLPPR4,
15342,FAM179A,
15343,ANXA2R,
15344,C6orf118,
15345,ATF7IP2,
15346,BRWD1,
15347,DACT2,
15348,CFAP45,
15349,PCDHA6,
15350,HMGXB3,
15351,RWDD1,
15352,EMP3,
15353,CCDC90B,
15354,NME9,
15355,HILPDA,
15356,ORMDL2,
15357,THSD7B,
15358,FUT10,
15359,ARFGEF3,
15360,TSPAN11,
15361,TMC7,
15362,GJC3,
15363,RASGEF1A,
15364,MBLAC2,
15365,PGLYRP4,
15366,ZDHHC11B,
15367,CADM2,
15368,SPINK14,
15369,CBWD5,
15370,GPHA2,
15371,KLK10,
15372,CEACAM16,
15373,PDZD11,
15374,AMDHD2,
15375,ZDHHC15,
15376,RTP4,
15377,OR10H1,
15378,C6orf201,
15379,OR5M11,
15380,OR52B2,
15381,OR52B6,
15382,OR52A1,
15383,OR51I1,
15384,OR51M1,
15385,OR51D1,
15386,OR51A7,
15387,OR51G2,
15388,OR51G1,
15389,OR52N1,
15390,OR52K2,
15391,OR52K1,
15392,OR52R1,
15393,OR52E6,
15394,OR52D1,
15395,OR52I1,
15396,OR56B1,
15397,OR4X1,
15398,OR7A10,
15399,OR7A17,
15400,OR5C1,
15401,OR5K3,
15402,OR5K2,
15403,OR5H1,
15404,OR5M9,
15405,OR5M8,
15406,OR5M3,
15407,OR5L1,
15408,OR6S1,
15409,OR8B12,
15410,OR6Y1,
15411,OR7A5,
15412,OR7C1,
15413,OR7G3,
15414,OR5R1,
15415,OR6C6,
15416,OR6C4,
15417,OR6C3,
15418,OR6C2,
15419,OR6A2,
15420,OR6M1,
15421,OR6K6,
15422,OR6K3,
15423,OR6K2,
15424,OR6Q1,
15425,OR6P1,
15426,OR6N1,
15427,OR7E24,
15428,OR9K2,
15429,OR9I1,
15430,OR9Q2,
15431,OR9Q1,
15432,OR6C75,
15433,OR6C74,
15434,OR6C65,
15435,OR8B4,
15436,OR6C68,
15437,OR8A1,
15438,OR8I2,
15439,OR8H3,
15440,OR8H2,
15441,OR8J3,
15442,OR5D18,
15443,OR5D14,
15444,OR5AR1,
15445,OR5B21,
15446,OR5AU1,
15447,OR5AP2,
15448,OR5B12,
15449,OR5AN1,
15450,OR4D11,
15451,OR4D10,
15452,OR2AP1,
15453,OR10AD1,
15454,OR10AG1,
15455,OR2AG2,
15456,OR2A12,
15457,OR2A14,
15458,OR4K17,
15459,OR4K14,
15460,OR14A16,
15461,OR14C36,
15462,OR1A2,
15463,OR1A1,
15464,OR2L5,
15465,OR2L3,
15466,OR2T8,
15467,OR2T4,
15468,OR2T2,
15469,OR2Y1,
15470,OR2V2,
15471,OR2V1,
15472,OR3A3,
15473,OR3A2,
15474,OR1I1,
15475,OR1N2,
15476,OR1N1,
15477,OR1M1,
15478,OR1L8,
15479,OR1L4,
15480,OR1L3,
15481,OR1S2,
15482,OR1S1,
15483,OR2D3,
15484,OR2D2,
15485,OR2B6,
15486,OR2B2,
15487,OR2A7,
15488,OR2A5,
15489,OR2G6,
15490,OR4S1,
15491,OR4D5,
15492,OR2T10,
15493,OR2T11,
15494,OR4F6,
15495,OR4F5,
15496,OR4L1,
15497,OR2T34,
15498,OR2T33,
15499,OR2T27,
15500,OR13C9,
15501,OR13C8,
15502,OR13C2,
15503,OR13C5,
15504,OR13C4,
15505,OR13F1,
15506,OR10J1,
15507,OR10H2,
15508,OR10H5,
15509,OR10H4,
15510,OR10G4,
15511,OR10G8,
15512,OR10G9,
15513,OR10A7,
15514,OR10A6,
15515,OR11H4,
15516,OR11H6,
15517,OR11G2,
15518,OR11L1,
15519,OR10W1,
15520,OR10V1,
15521,OR10T2,
15522,OR10K2,
15523,OR10K1,
15524,OR10R2,
15525,OR4A47,
15526,OR4A15,
15527,OR14I1,
15528,THUMPD2,
15529,EQTN,
15530,AKR1E2,
15531,C16orf52,
15532,FAM222A,
15533,CFAP70,
15534,JPH4,
15535,SLC38A8,
15536,SPATA24,
15537,FBXO41,
15538,RTP2,
15539,BRWD3,
15540,TINAG,
15541,DGCR2,
15542,BORCS5,
15543,FAM45A,
15544,MORC4,
15545,FAM118B,
15546,HTN1,
15547,PILRA,
15548,TMEM223,
15549,CALHM2,
15550,CD300LG,
15551,TRPT1,
15552,MRGPRG,
15553,SLC38A6,
15554,SAMD7,
15555,C2orf54,
15556,FAM20B,
15557,CCDC102A,
15558,TCEAL2,
15559,SPNS3,
15560,ABHD17A,
15561,GPR139,
15562,ENDOU,
15563,SIMC1,
15564,PDZD4,
15565,DUSP21,
15566,PADI3,
15567,CCDC117,
15568,SPHKAP,
15569,AC002985.3,
15570,C16orf90,
15571,SEZ6L,
15572,CALHM3,
15573,ADAM18,
15574,LGALSL,
15575,RP11-371E8.4,
15576,TIPARP,
15577,SLITRK3,
15578,TCTEX1D2,
15579,PLEKHG7,
15580,MIF4GD,
15581,CLIC1,
15582,LURAP1,
15583,FAM168A,
15584,TTC30A,
15585,FAM86B2,
15586,KCNK17,
15587,ANKRD13C,
15588,SHF,
15589,CBLN2,
15590,WHAMM,
15591,ESYT1,
15592,NOXRED1,
15593,KLHL6,
15594,TMEM45A,
15595,CCDC106,
15596,CEP83,
15597,MTFR1L,
15598,C7orf26,
15599,ABHD3,
15600,APOBR,
15601,LGALS9C,
15602,GPRC5A,
15603,ABHD12B,
15604,CCDC74B,
15605,C4orf36,
15606,SLC25A30,
15607,GAS8,
15608,ABHD17C,
15609,TUSC1,
15610,C7orf25,
15611,KRT77,
15612,PCNP,
15613,DEFB4A,
15614,RP11-382A20.3,
15615,SCAPER,
15616,C4orf22,
15617,FCAR,
15618,TMEM95,
15619,CAMSAP2,
15620,COX8C,
15621,CCSER2,
15622,GIMAP4,
15623,GSDMC,
15624,TMEM230,
15625,ARHGEF9,
15626,PDZK1IP1,
15627,FAM50A,
15628,ARMC5,
15629,UBN2,
15630,RP11-212D19.4,
15631,HAUS4,
15632,SLC38A11,
15633,FAM3A,
15634,DEF8,
15635,TMEM126B,
15636,CADM4,
15637,OR5H15,
15638,OR5H14,
15639,OR51J1,
15640,OR4C12,
15641,OR2AJ1,
15642,OR51H1,
15643,OR4C5,
15644,OR2T35,
15645,OR14K1,
15646,OR14A2,
15647,MFSD4,
15648,OLFM1,
15649,NAT16,
15650,VWA9,
15651,ZUFSP,
15652,NIPAL3,
15653,FAR1,
15654,RNF214,
15655,TRIM49,
15656,C22orf29,
15657,GPR78,
15658,SPIN2A,
15659,SZT2,
15660,FAM84A,
15661,TEX30,
15662,EEPD1,
15663,SLC22A25,
15664,SZRD1,
15665,MGAT4A,
15666,GPR89B,
15667,FKBP15,
15668,C7orf57,
15669,FGD5,
15670,MSANTD1,
15671,C11orf70,
15672,KLHL28,
15673,ABHD18,
15674,DEFB108B,
15675,MRFAP1L1,
15676,ZFAND3,
15677,SPATA3,
15678,KIAA1324,
15679,ENKUR,
15680,GJE1,
15681,C4orf46,
15682,GPR88,
15683,PRSS22,
15684,C8orf33,
15685,C11orf65,
15686,PLEKHG3,
15687,OLFML3,
15688,FRMD1,
15689,CT62,
15690,ABHD16B,
15691,BVES,
15692,THAP9,
15693,MROH1,
15694,CCDC184,
15695,SEMA4G,
15696,FARP1,
15697,PATE3,
15698,GKN1,
15699,CCDC87,
15700,LILRA6,
15701,C5orf24,
15702,FAM76A,
15703,HRNR,
15704,CCDC60,
15705,RPP14,
15706,CHAC2,
15707,KIAA0513,
15708,LRTOMT,
15709,SLITRK4,
15710,MROH2A,
15711,ARL6IP4,
15712,C1orf27,
15713,FBRSL1,
15714,ANKRD33,
15715,TMEM245,
15716,CALY,
15717,C1orf112,
15718,FAM91A1,
15719,DHRS13,
15720,SIGLEC8,
15721,AIG1,
15722,COA1,
15723,PRRC2B,
15724,C5orf47,
15725,MRPS23,
15726,RAI2,
15727,XKR6,
15728,GIMAP1,
15729,KIAA0226L,
15730,SUSD1,
15731,UPK1A,
15732,CYB561A3,
15733,MGAT4D,
15734,PRRT1,
15735,LCE2D,
15736,CYB561,
15737,SAAL1,
15738,TMEM55B,
15739,TLDC1,
15740,MTERF4,
15741,C2CD2,
15742,C11orf88,
15743,C1orf198,
15744,SLC51B,
15745,LCE1E,
15746,RWDD3,
15747,MALRD1,
15748,TIMD4,
15749,LEXM,
15750,XKR3,
15751,KCTD20,
15752,B4GALT6,
15753,TEKT5,
15754,ADAMTS16,
15755,GPATCH2,
15756,CCDC107,
15757,C1QTNF9,
15758,CD300LF,
15759,GOLGA8G,
15760,GOLGA8F,
15761,SLC16A14,
15762,TMCO6,
15763,PRIMPOL,
15764,RBFA,
15765,METTL8,
15766,LCA5L,
15767,KCNK12,
15768,DUSP28,
15769,TMEM14A,
15770,ARMC7,
15771,CRNN,
15772,SLC22A14,
15773,PALMD,
15774,GBP3,
15775,TMEM225,
15776,GKN2,
15777,SLC35F4,
15778,VMO1,
15779,MRPS36,
15780,SUN3,
15781,MDGA1,
15782,KRTAP5-5,
15783,FAM83F,
15784,ALKBH7,
15785,CCDC57,
15786,GOLGA6B,
15787,SSMEM1,
15788,LTB,
15789,CFAP57,
15790,SLC25A34,
15791,TPRN,
15792,PRSS33,
15793,SCML4,
15794,FAM170B,
15795,TGIF2LY,
15796,CCDC115,
15797,TMEM8B,
15798,KIAA0586,
15799,TENM4,
15800,FBXO34,
15801,BORCS6,
15802,GJD4,
15803,AIDA,
15804,DNASE1L1,
15805,RNASE10,
15806,CECR6,
15807,C19orf70,
15808,CA12,
15809,FSTL5,
15810,OTUD3,
15811,TMEM184B,
15812,TIGIT,
15813,FAM149A,
15814,LYSMD3,
15815,COBL,
15816,SSC4D,
15817,BTNL9,
15818,CLLU1,
15819,SIDT1,
15820,LCE3A,
15821,TMEM237,
15822,C16orf87,
15823,INMT-FAM188B,
15824,MRGPRF,
15825,FAM228A,
15826,KRTAP10-4,
15827,KIAA0232,
15828,PXMP4,
15829,TREML2,
15830,TMEM71,
15831,SPP2,
15832,KRTAP1-4,
15833,SPECC1L-ADORA2A,
15834,TMEM178A,
15835,IL17REL,
15836,PALM3,
15837,CWF19L2,
15838,ADAM11,
15839,KIAA1191,
15840,LTBP4,
15841,GPR148,
15842,TMEM217,
15843,PROCA1,
15844,FSBP,
15845,TIAF1,
15846,SMIM20,
15847,FAM26D,
15848,OPN5,
15849,PAQR3,
15850,BPIFB3,
15851,CIB3,
15852,IP6K3,
15853,NSRP1,
15854,AKR1B15,
15855,TRIM58,
15856,SPZ1,
15857,GATSL3,
15858,C14orf37,
15859,POM121L12,
15860,C3orf67,
15861,C14orf119,
15862,GFRA3,
15863,C3orf18,
15864,WBP5,
15865,TC2N,
15866,ZCWPW2,
15867,THEMIS2,
15868,EPS8L1,
15869,GUCA2A,
15870,KRT86,
15871,CCNJL,
15872,KRTAP16-1,
15873,HOXC5,
15874,BEND4,
15875,PRNT,
15876,FAM220A,
15877,RSRC2,
15878,TMEM218,
15879,BTBD11,
15880,PAPL,
15881,FUOM,
15882,CCDC148,
15883,TTC17,
15884,PLEKHB2,
15885,TSGA13,
15886,TTC39A,
15887,C5orf22,
15888,ZMYM1,
15889,ANKFN1,
15890,CNFN,
15891,SBK2,
15892,KRTCAP3,
15893,FER1L6,
15894,CDKL1,
15895,PKIG,
15896,SPINT3,
15897,LCE4A,
15898,ZSWIM5,
15899,AP000350.10,
15900,CLEC14A,
15901,PITPNB,
15902,PHACTR4,
15903,AKAP14,
15904,FAM160A2,
15905,GCOM1,
15906,RP5-1187M17.10,
15907,CCDC64,
15908,RP11-240B13.2,
15909,RADIL,
15910,SRPX,
15911,C14orf39,
15912,KIAA1328,
15913,CD84,
15914,SLC25A41,
15915,CTSW,
15916,CLEC4A,
15917,UBALD2,
15918,SPATC1L,
15919,TMEM187,
15920,GAL3ST2,
15921,C12orf29,
15922,MIIP,
15923,NFAM1,
15924,FAM110D,
15925,CA14,
15926,PLSCR5,
15927,SDK2,
15928,SLC22A24,
15929,CITED4,
15930,PCDH18,
15931,TMEM161A,
15932,RPS6KC1,
15933,NIPAL2,
15934,SLC19A3,
15935,RFPL4B,
15936,TRIM42,
15937,ADCK1,
15938,C8orf4,
15939,ZDHHC19,
15940,SULT1B1,
15941,PHOSPHO2,
15942,SLFN12,
15943,ADAM7,
15944,ASTE1,
15945,VGLL4,
15946,C19orf60,
15947,C4orf26,
15948,TMEM200B,
15949,ARMC10,
15950,SPATS2,
15951,GFRA4,
15952,MIER2,
15953,KRTAP12-1,
15954,VPREB3,
15955,FAXC,
15956,GSDMD,
15957,OR13A1,
15958,SYT15,
15959,RP11-864I4.1,
15960,KIAA0930,
15961,METTL22,
15962,BEX2,
15963,ATRAID,
15964,MDP1,
15965,VWA7,
15966,SFXN5,
15967,FAM132B,
15968,C1orf43,
15969,KRTAP5-7,
15970,FBXO36,
15971,ANKRD53,
15972,CA5B,
15973,TRIML2,
15974,SHE,
15975,PRR5-ARHGAP8,
15976,KIAA1551,
15977,CDHR2,
15978,TRIM6-TRIM34,
15979,DEFB103B,
15980,PTPMT1,
15981,DEFB103A,
15982,TCTEX1D4,
15983,EPSTI1,
15984,CDKN2AIP,
15985,PTCD2,
15986,C2orf88,
15987,TMEM161B,
15988,RSPRY1,
15989,MAP7D2,
15990,KRTAP26-1,
15991,DEFA4,
15992,KCNK13,
15993,PRR16,
15994,FAM20A,
15995,HLA-DMB,
15996,TMEM242,
15997,RIBC1,
15998,ARL14EPL,
15999,CTD-2287O16.3,
16000,TEX37,
16001,RCSD1,
16002,FAM192A,
16003,KRTAP12-3,
16004,RALGPS1,
16005,FBXO39,
16006,APMAP,
16007,C2orf76,
16008,C3orf38,
16009,TAS2R13,
16010,SLC16A6,
16011,CASS4,
16012,SERTAD4,
16013,SPATA8,
16014,ARMCX5,
16015,LMNTD2,
16016,ABHD15,
16017,GOLGA7B,
16018,RFPL3S,
16019,ENTPD7,
16020,PLEKHO2,
16021,HYLS1,
16022,KAAG1,
16023,METTL21B,
16024,SMCO4,
16025,LSR,
16026,C19orf25,
16027,MUSTN1,
16028,SLC52A1,
16029,RALGAPA2,
16030,NLGN4Y,
16031,C12orf71,
16032,TSPAN5,
16033,PCDHGA12,
16034,TMEM19,
16035,C22orf42,
16036,KRTAP19-1,
16037,ZC3HAV1L,
16038,GPATCH4,
16039,CCDC13,
16040,CCDC27,
16041,COMMD10,
16042,CD163L1,
16043,PTRHD1,
16044,SAA4,
16045,C19orf43,
16046,FAM111B,
16047,U2AF1L4,
16048,NLRP2,
16049,C5orf15,
16050,URB2,
16051,TMEM184A,
16052,NBEAL1,
16053,C1QTNF2,
16054,KRTAP4-16P,
16055,DBNDD2,
16056,LETMD1,
16057,FAM234B,
16058,FGFBP2,
16059,MSS51,
16060,GPATCH2L,
16061,KBTBD12,
16062,OSER1,
16063,C18orf21,
16064,MS4A14,
16065,FAM169B,
16066,PRAMEF12,
16067,MTURN,
16068,CFAP44,
16069,AMICA1,
16070,DDTL,
16071,IGSF21,
16072,GZMH,
16073,CNPY4,
16074,C2orf82,
16075,SIGLEC11,
16076,ANKRD33B,
16077,ZCCHC24,
16078,SCIMP,
16079,ZNF609,
16080,OLAH,
16081,KHNYN,
16082,GRAMD1B,
16083,IQCJ,
16084,FAM161B,
16085,C6orf136,
16086,APOOL,
16087,KCTD21,
16088,NICN1,
16089,TMPRSS7,
16090,IFITM10,
16091,MARVELD3,
16092,TMEM248,
16093,COLEC10,
16094,CXorf21,
16095,C12orf57,
16096,SLC10A3,
16097,ISM2,
16098,JSRP1,
16099,IFFO1,
16100,C11orf73,
16101,LCE1B,
16102,CYB561D2,
16103,UGT3A2,
16104,NUDT22,
16105,SETD5,
16106,SPX,
16107,UFSP1,
16108,NANOGNB,
16109,CEP89,
16110,PCDHA9,
16111,CDK2AP2,
16112,TPD52L3,
16113,LUZP2,
16114,GJA9,
16115,RAET1L,
16116,MT1M,
16117,TTLL8,
16118,PNMAL1,
16119,KIAA1549L,
16120,CCDC150,
16121,LZIC,
16122,SLITRK5,
16123,SCGB1C1,
16124,CASC4,
16125,PCDHGB4,
16126,RP4-576H24.4,
16127,ASCL4,
16128,RSBN1L,
16129,C16orf46,
16130,SUSD5,
16131,HSF2BP,
16132,CCDC158,
16133,GREB1L,
16134,TPPP2,
16135,CARD6,
16136,CCDC92,
16137,DEFB104A,
16138,ZMYND12,
16139,ITLN2,
16140,FAM180A,
16141,PDZD8,
16142,RNF151,
16143,FRRS1,
16144,AMER3,
16145,C18orf8,
16146,KIAA1586,
16147,CCDC144A,
16148,FAM213A,
16149,MAMSTR,
16150,LAMP5,
16151,NT5C3B,
16152,MOSPD1,
16153,NUDT4,
16154,SYT17,
16155,FAM163B,
16156,TEX9,
16157,LOXL4,
16158,ST7L,
16159,IGLON5,
16160,C16orf58,
16161,TMTC4,
16162,CCDC63,
16163,P2RY11,
16164,ALKBH6,
16165,IQCH,
16166,PCDHGC3,
16167,VAT1L,
16168,IL11RA,
16169,C8orf37,
16170,EBP,
16171,PCNXL2,
16172,LCN6,
16173,PIEZO2,
16174,TTLL2,
16175,TCERG1L,
16176,KCNK7,
16177,MRGPRE,
16178,PWWP2A,
16179,TMEM128,
16180,TTC9B,
16181,BHLHB9,
16182,SPINK2,
16183,RAB26,
16184,KRTAP3-1,
16185,SPRR2G,
16186,TBCK,
16187,NEK11,
16188,DENND6A,
16189,CFAP161,
16190,NDUFA4L2,
16191,TMEM109,
16192,ZMAT1,
16193,TM4SF19,
16194,STMN4,
16195,VSIG10L,
16196,PRSS54,
16197,SFXN4,
16198,NCKAP5L,
16199,TMEM88,
16200,BEND5,
16201,MSANTD3-TMEFF1,
16202,REG3G,
16203,TBCCD1,
16204,RNASE13,
16205,TCP11X2,
16206,PRR18,
16207,OR11H12,
16208,SAMD10,
16209,COLEC11,
16210,VSTM2B,
16211,PYDC2,
16212,PGBD2,
16213,NUDT17,
16214,C21orf62,
16215,LMF2,
16216,ATP5SL,
16217,HMGN5,
16218,GPA33,
16219,TMEM150B,
16220,PRR21,
16221,CGB5,
16222,CGB2,
16223,CTB-60B18.6,
16224,TTC29,
16225,CCDC78,
16226,KRT13,
16227,C5orf42,
16228,FAM65C,
16229,SERF1A,
16230,C8orf44,
16231,CR1L,
16232,TPGS1,
16233,LCE2C,
16234,HAPLN4,
16235,HARBI1,
16236,AC011530.4,
16237,CCDC9,
16238,PCDHB5,
16239,EVI2B,
16240,CAAP1,
16241,PLEKHB1,
16242,FAM86B1,
16243,BPIFC,
16244,TCF24,
16245,C21orf91,
16246,NT5DC4,
16247,PRR14,
16248,ITPRIP,
16249,LENG8,
16250,DUS4L,
16251,RAD51AP2,
16252,ZNF330,
16253,NPIPB5,
16254,SMR3A,
16255,GPR137C,
16256,CLDN3,
16257,C4orf19,
16258,SIGLEC15,
16259,PDK3,
16260,SPATS1,
16261,C16orf59,
16262,RFPL3,
16263,C16orf62,
16264,KLHL34,
16265,RPRML,
16266,BPHL,
16267,FSCB,
16268,CCDC84,
16269,LBHD1,
16270,KIAA0907,
16271,DEFB119,
16272,SNX20,
16273,FAM132A,
16274,C19orf54,
16275,DRAM2,
16276,MAS1L,
16277,ANO9,
16278,HINT3,
16279,RELL1,
16280,ADCK2,
16281,TMEM60,
16282,RNASE7,
16283,CRISP2,
16284,C2orf16,
16285,PSG1,
16286,PRRG4,
16287,TM7SF3,
16288,TRIM26,
16289,ATL2,
16290,NPIPA1,
16291,CCDC28A,
16292,ASCL5,
16293,FAM105A,
16294,RP11-514O12.4,
16295,THEGL,
16296,CARNMT1,
16297,POTEC,
16298,CCDC171,
16299,PCIF1,
16300,RUNDC1,
16301,WFDC1,
16302,CBLN3,
16303,TNFAIP8L2,
16304,RNF148,
16305,ALPK1,
16306,CXCL17,
16307,RSPH3,
16308,AADACL2,
16309,TMEM35,
16310,GOLGA6A,
16311,LAIR1,
16312,RBM6,
16313,NAA60,
16314,EBPL,
16315,HDX,
16316,ROPN1B,
16317,TRIM74,
16318,GLTSCR1,
16319,PATE4,
16320,TMX2-CTNND1,
16321,FAM72A,
16322,HDHD2,
16323,CDKL3,
16324,HGSNAT,
16325,LGI3,
16326,C12orf43,
16327,CBWD7,
16328,C2orf69,
16329,CNRIP1,
16330,PLEKHA4,
16331,ILDR1,
16332,CA13,
16333,RBMY1E,
16334,C1orf123,
16335,CXorf58,
16336,FOLR2,
16337,VSIG4,
16338,FRMPD4,
16339,FAM69C,
16340,SWT1,
16341,TMEM241,
16342,TRIM14,
16343,CEP128,
16344,BPY2,
16345,DEFB124,
16346,TEX22,
16347,TMC3,
16348,FAM19A5,
16349,DEFB135,
16350,KIAA0391,
16351,GDAP1L1,
16352,TMEM52,
16353,SPANXC,
16354,CDKL2,
16355,TMEM135,
16356,C19orf12,
16357,GAREM,
16358,MAB21L3,
16359,SUSD6,
16360,C7orf55,
16361,GPR150,
16362,KRTAP20-1,
16363,PRRG1,
