Rank,Gene,
9374,MT1A,
9375,AIMP2,
9376,PACRGL,
9377,GABRA6,
9378,LHB,
9379,AMY2B,
9380,RPP21,
9381,SAC3D1,
9382,PRKD2,
9383,PROSC,
9384,BAG4,
9385,KLF7,
9386,EIF2B4,
9387,YIPF1,
9388,EDC4,
9389,RAPGEF5,
9390,AMELY,
9391,HBG2,
9392,TIMM13,
9393,CDR2,
9394,UNC13D,
9395,NEBL,
9396,ANKRD6,
9397,TFAP4,
9398,NELFE,
9399,BLOC1S3,
9400,MTF2,
9401,R3HCC1L,
9402,DEFB1,
9403,NLRX1,
9404,CHRNE,
9405,MIP,
9406,NMRK2,
9407,NTNG2,
9408,ADAMTS9,
9409,GYPC,
9410,ZRSR1,
9411,ANAPC13,
9412,UBAC1,
9413,GALNT16,
9414,ZSCAN16,
9415,SPARCL1,
9416,PPWD1,
9417,SAV1,
9418,FUCA2,
9419,OVOL1,
9420,GSC2,
9421,SIM2,
9422,KLRC2,
9423,CTU2,
9424,CD6,
9425,BTF3L4,
9426,CCDC94,
9427,KIRREL3,
9428,KAZN,
9429,BCOR,
9430,DCUN1D4,
9431,MRPL20,
9432,TSPAN17,
9433,ELN,
9434,GNS,
9435,AASDH,
9436,IER3,
9437,TNIP3,
9438,ARPC4,
9439,LRRC9,
9440,THOC7,
9441,ZNF296,
9442,IKBIP,
9443,RIC8A,
9444,SHISA9,
9445,DYNC1LI2,
9446,KLF8,
9447,ST3GAL4,
9448,RP11-849H4.2,
9449,CCHCR1,
9450,CDH6,
9451,DCTPP1,
9452,NDUFA11,
9453,GTSE1,
9454,FLVCR2,
9455,NUDCD3,
9456,LGALS3BP,
9457,CSNK2B,
9458,SLC38A4,
9459,KREMEN2,
9460,SLC2A9,
9461,HOXB6,
9462,PTPRK,
9463,CRAT,
9464,TNFRSF10C,
9465,STK39,
9466,C4BPA,
9467,HVCN1,
9468,JCHAIN,
9469,CC2D1A,
9470,FKRP,
9471,CMIP,
9472,IFT81,
9473,EID1,
9474,C14orf166,
9475,SF3B4,
9476,PCYT1B,
9477,INTS1,
9478,PDGFRL,
9479,MRPL32,
9480,DMBX1,
9481,RBM43,
9482,WDR33,
9483,DUSP16,
9484,GLIPR1,
9485,POLN,
9486,CRBN,
9487,ACMSD,
9488,DNAJC12,
9489,POMT1,
9490,RGS3,
9491,TIMM9,
9492,HMGCL,
9493,TMX3,
9494,BRF2,
9495,HPS5,
9496,ARHGAP20,
9497,KCNA7,
9498,ERGIC2,
9499,RGCC,
9500,RILP,
9501,DEAF1,
9502,YPEL2,
9503,THNSL2,
9504,TRAIP,
9505,CGNL1,
9506,FUT9,
9507,ZNF541,
9508,EVPL,
9509,CASC3,
9510,CMBL,
9511,DUSP2,
9512,MAP3K9,
9513,CDH18,
9514,MYCBPAP,
9515,NDST3,
9516,SERPINA12,
9517,TRAPPC8,
9518,CYB5R3,
9519,TSPYL2,
9520,KCNH8,
9521,SFTPA1,
9522,DYSF,
9523,ARSA,
9524,DEPDC1B,
9525,UBE3B,
9526,DNAJC22,
9527,TREM1,
9528,MN1,
9529,KIRREL2,
9530,TAF13,
9531,SLC16A12,
9532,OSBPL9,
9533,ANKRD16,
9534,ACTR5,
9535,RPRD1A,
9536,SULT1C2,
9537,PUSL1,
9538,FGFRL1,
9539,CLIP4,
9540,PTPRM,
9541,EBI3,
9542,TFEB,
9543,IMPA2,
9544,MKS1,
9545,ZNF469,
9546,ASB14,
9547,AKR1A1,
9548,LACE1,
9549,UACA,
9550,LAS1L,
9551,RP11-463D19.2,
9552,RTEL1-TNFRSF6B,
9553,DST,
9554,MRS2,
9555,B3GALNT1,
9556,EMC1,
9557,SSH2,
9558,PHRF1,
9559,YIPF2,
9560,SERINC2,
9561,XYLT2,
9562,PIGQ,
9563,A1CF,
9564,TEX43,
9565,IFI16,
9566,COG7,
9567,HUS1B,
9568,CNN2,
9569,RS1,
9570,LCOR,
9571,ARHGEF15,
9572,NELL1,
9573,RP11-108K14.8,
9574,LMOD2,
9575,SIPA1L3,
9576,NSMF,
9577,ARRDC4,
9578,ABCB10,
9579,TAX1BP1,
9580,CLEC10A,
9581,SPG21,
9582,FBXO4,
9583,LNP1,
9584,BCLAF1,
9585,CBLL1,
9586,BCL9L,
9587,MAN1A1,
9588,GK5,
9589,PEX3,
9590,TTC3,
9591,DSCR3,
9592,SNAPC1,
9593,RNF43,
9594,TEX15,
9595,PPT2,
9596,LGSN,
9597,TMPRSS4,
9598,DNAJC11,
9599,NNMT,
9600,NDUFS5,
9601,MTRNR2L1,
9602,PPIC,
9603,AC068533.7,
9604,NUDT11,
9605,GTPBP10,
9606,NUDT16,
9607,RAB11FIP3,
9608,BOC,
9609,UAP1,
9610,FICD,
9611,HCST,
9612,TMEM70,
9613,GRK7,
9614,APOA1BP,
9615,DENND1A,
9616,PSPN,
9617,ZC3H6,
9618,EFNA3,
9619,BCKDK,
9620,KLF13,
9621,SLC28A2,
9622,PTTG1IP,
9623,PEG10,
9624,WDR26,
9625,BST2,
9626,ODF3L2,
9627,SMG9,
9628,NFKBIE,
9629,LARP6,
9630,ST8SIA4,
9631,RENBP,
9632,EIF1B,
9633,FBXL20,
9634,ARHGAP44,
9635,MAGEB2,
9636,DOCK11,
9637,FAM21A,
9638,CELA3A,
9639,TRMT2A,
9640,EPGN,
9641,AMBRA1,
9642,ZSWIM7,
9643,CORT,
9644,CIDEA,
9645,COMMD7,
9646,CER1,
9647,BMPER,
9648,SKOR1,
9649,SEPHS1,
9650,SH3BP2,
9651,MKNK2,
9652,AMY2A,
9653,NIPSNAP3A,
9654,ANXA10,
9655,AGPAT4,
9656,GALNTL5,
9657,ASB11,
9658,XYLB,
9659,ERCC6L2,
9660,ARV1,
9661,IGSF9B,
9662,ASRGL1,
9663,PPP5D1,
9664,ACSF2,
9665,C15orf40,
9666,L34079.2,
9667,MESP1,
9668,RGL3,
9669,SBNO1,
9670,MIOX,
9671,PECR,
9672,FBXL4,
9673,PHF19,
9674,RDH5,
9675,SLC6A20,
9676,MCF2L2,
9677,ARHGAP19,
9678,ARHGAP12,
9679,INPP4B,
9680,TTC8,
9681,POU6F2,
9682,SUV420H1,
9683,LDHD,
9684,DNAI1,
9685,RIN3,
9686,FBXO3,
9687,KREMEN1,
9688,KATNA1,
9689,RNF128,
9690,IDO2,
9691,CIB2,
9692,HMX2,
9693,ANKS1B,
9694,GDE1,
9695,DSG4,
9696,AK3,
9697,NPRL3,
9698,DNMBP,
9699,USP47,
9700,PNN,
9701,NEU3,
9702,NUDT5,
9703,OSBPL11,
9704,ANGPTL7,
9705,AGPAT5,
9706,MTMR8,
9707,REEP5,
9708,ZNF365,
9709,TTLL4,
9710,VPS51,
9711,EDC3,
9712,CLEC2B,
9713,BPGM,
9714,ASAP3,
9715,PPEF1,
9716,PIGS,
9717,LRRC1,
9718,CACNA2D3,
9719,BZW2,
9720,DEDD2,
9721,STIM2,
9722,ZZEF1,
9723,CST7,
9724,INTS9,
9725,CDH7,
9726,TBCB,
9727,CRTC1,
9728,YRDC,
9729,MAF1,
9730,TNFRSF6B,
9731,CAPN6,
9732,DPRX,
9733,LMAN2L,
9734,RIMBP2,
9735,EIF3L,
9736,POLR3C,
9737,OBSL1,
9738,HERC6,
9739,ABCB8,
9740,TSPY2,
9741,ZMYND11,
9742,ZNF16,
9743,HERC4,
9744,SGPP2,
9745,SLC36A1,
9746,KCNAB3,
9747,LITAF,
9748,SKA3,
9749,SOX4,
9750,COMMD6,
9751,ASTL,
9752,ZFP64,
9753,SLC5A4,
9754,INTU,
9755,CLEC3B,
9756,RPUSD2,
9757,GPD1L,
9758,VCPIP1,
9759,PTDSS2,
9760,POFUT2,
9761,NDUFAF7,
9762,GABRR2,
9763,STXBP5L,
9764,SLC28A1,
9765,SESTD1,
9766,PGAP3,
9767,GCNT4,
9768,RP11-548K23.11,
9769,NFRKB,
9770,NAA25,
9771,DNAJC14,
9772,BDH2,
9773,MUC20,
9774,TPRKB,
9775,GPR84,
9776,GNPTG,
9777,MFAP5,
9778,ANTXR1,
9779,BBS9,
9780,SSX2IP,
9781,RBMX2,
9782,DEPDC7,
9783,TMEM213,
9784,ANKRD54,
9785,SNX13,
9786,SLC26A2,
9787,ZC3HAV1,
9788,PCDH9,
9789,ZCCHC9,
9790,TLK1,
9791,MTHFS,
9792,MKNK1,
9793,TPPP3,
9794,ZNF24,
9795,RHBDD3,
9796,ADGRE1,
9797,DOLK,
9798,POC1B-GALNT4,
9799,CTDSPL,
9800,IL17RD,
9801,SNIP1,
9802,DEDD,
9803,UQCC1,
9804,MACF1,
9805,GMDS,
9806,TIMM10,
9807,HINFP,
9808,PIGN,
9809,COX7A2L,
9810,SYT7,
9811,ACPT,
9812,HID1,
9813,ABCA12,
9814,CLIP3,
9815,PAM16,
9816,SCEL,
9817,AGPAT1,
9818,KIF7,
9819,ASB18,
9820,GGH,
9821,AEBP2,
9822,PRDM9,
9823,ATXN2L,
9824,SURF2,
9825,ZG16B,
9826,FBN3,
9827,FKBP9,
9828,SCAMP5,
9829,CCNL1,
9830,SLC7A11,
9831,LEUTX,
9832,MTG1,
9833,DYNLRB2,
9834,BAZ1B,
9835,SGPL1,
9836,CHKB,
9837,TRAPPC9,
9838,METTL21C,
9839,TSGA10,
9840,ZC3H8,
9841,ASIP,
9842,DUSP13,
9843,CHCHD3,
9844,DEGS1,
9845,SPSB2,
9846,PCGF5,
9847,ETV2,
9848,RBM23,
9849,SORCS3,
9850,ANKRD37,
9851,CCDC53,
9852,ACADSB,
9853,GABRA5,
9854,SBNO2,
9855,CMTM2,
9856,ACAP3,
9857,PYCRL,
9858,CRYGD,
9859,RSAD2,
9860,KCNV2,
9861,HOXD4,
9862,KCNMB1,
9863,ARTN,
9864,KIF21A,
9865,MDM1,
9866,CORO7-PAM16,
9867,NUBP1,
9868,ORAI2,
9869,KYNU,
9870,LCN1,
9871,NMRK1,
9872,USP41,
9873,CLDN7,
9874,BRINP3,
9875,HMG20B,
9876,TMC1,
9877,TNIP2,
9878,KCNG2,
9879,PTPRT,
9880,ZNF830,
9881,DRGX,
9882,PIGF,
9883,E4F1,
9884,RAVER1,
9885,NDUFAF6,
9886,TCFL5,
9887,LTA,
9888,BHLHE22,
9889,EXOSC3,
9890,SEMG2,
9891,IBA57,
9892,GYG1,
9893,HMGXB4,
9894,LXN,
9895,RGS9,
9896,YLPM1,
9897,MTSS1L,
9898,DALRD3,
9899,PDCL2,
9900,PPP4R2,
9901,LRRC3C,
9902,TRIP11,
9903,DNAJC5G,
9904,CNGA1,
9905,ECEL1,
9906,ANKK1,
9907,HPCA,
9908,DNAJC25-GNG10,
9909,DSCAM,
9910,SPAM1,
9911,GPR39,
9912,ACSS3,
9913,NFU1,
9914,CD274,
9915,PANK3,
9916,CLUL1,
9917,LGI1,
9918,EML4,
9919,SLC4A9,
9920,ZNF704,
9921,SIX4,
9922,CDH24,
9923,PRSS21,
9924,TSPAN4,
9925,GIPC3,
9926,DUSP22,
9927,ARPP21,
9928,C1QTNF5,
9929,DYNLT3,
9930,TIMM22,
9931,STOML3,
9932,FAM124B,
9933,SUPT7L,
9934,JADE2,
9935,PDE3B,
9936,MASP1,
9937,STK35,
9938,SPA17,
9939,HNRNPUL2,
9940,CACNA1I,
9941,FAM60A,
9942,LHFPL5,
9943,CRCP,
9944,GOLPH3L,
9945,CHIT1,
9946,GMIP,
9947,NSMAF,
9948,CNST,
9949,TMPRSS3,
9950,FJX1,
9951,RBMY1A1,
9952,GEMIN7,
9953,UMOD,
9954,AMPD2,
9955,KRT9,
9956,SLC44A5,
9957,IRF2BPL,
9958,BRAT1,
9959,CDK5RAP1,
9960,FAM57A,
9961,SIGMAR1,
9962,CHIA,
9963,ANKRA2,
9964,UFC1,
9965,FNDC3A,
9966,SLC22A17,
9967,IL1RAP,
9968,PRM1,
9969,DENND5A,
9970,SYDE2,
9971,DAW1,
9972,PRRX2,
9973,SP9,
9974,INPP5E,
9975,ST3GAL3,
9976,PALLD,
9977,HYAL2,
9978,PRPSAP1,
9979,CEP120,
9980,ARPC5L,
9981,XPO7,
9982,SLC35C1,
9983,PRKD3,
9984,FBXO6,
9985,TOR3A,
9986,PMP22,
9987,EMB,
9988,CABLES1,
9989,CAND2,
9990,NAP1L2,
9991,TVP23C,
9992,ROPN1,
9993,SUPV3L1,
9994,NDRG3,
9995,MAGEE1,
9996,PGPEP1,
9997,PEX6,
9998,TIMM10B,
9999,CCBL2,
10000,SERINC1,
10001,RIC8B,
10002,GCSAM,
10003,DBN1,
10004,LMBR1,
10005,VIPAS39,
10006,HR,
10007,MPHOSPH6,
10008,NABP2,
10009,ATP1B2,
10010,TVP23B,
10011,TRIAP1,
10012,EHBP1L1,
10013,TSHZ3,
10014,MTMR11,
10015,TSR3,
10016,PODXL,
10017,FOXR1,
10018,TRAPPC4,
10019,EDRF1,
10020,PGLS,
10021,SQRDL,
10022,CHODL,
10023,DOK4,
10024,BPI,
10025,YARS2,
10026,RNF103,
10027,STARD9,
10028,FBXO44,
10029,BBS12,
10030,ISPD,
10031,NCKIPSD,
10032,ISCA2,
10033,WISP3,
10034,ROBO4,
10035,CNP,
10036,PDZD3,
10037,AQP8,
10038,MUC16,
10039,PVRL2,
10040,ADGRL2,
10041,ZNF157,
10042,FARP2,
10043,GLIS1,
10044,CHST3,
10045,CES3,
10046,HAAO,
10047,PFKFB4,
10048,KLHL35,
10049,ZC3H4,
10050,TAMM41,
10051,RHOXF2,
10052,HECTD3,
10053,EMC6,
10054,GCFC2,
10055,ANO2,
10056,POF1B,
10057,SEPP1,
10058,KCNB2,
10059,CRYL1,
10060,CIR1,
10061,DHPS,
10062,GALT,
10063,SSH3,
10064,ST6GAL2,
10065,GPR143,
10066,DUSP7,
10067,RPRD1B,
10068,METAP1D,
10069,CRELD1,
10070,YPEL3,
10071,ASAH2,
10072,KCNH4,
10073,DNAJC4,
10074,CAMSAP3,
10075,CD226,
10076,ARGFX,
10077,ARHGAP30,
10078,KIAA1107,
10079,SMPX,
10080,TMX1,
10081,LY96,
10082,TAOK3,
10083,TMED1,
10084,SH3D21,
10085,GGACT,
10086,FOXR2,
10087,PRICKLE4,
10088,SDPR,
10089,ASB8,
10090,SEL1L3,
10091,DISP2,
10092,ATXN1L,
10093,NEUROD2,
10094,PANK4,
10095,HLF,
10096,TGM3,
10097,SLN,
10098,ATP8A1,
10099,TECRL,
10100,KLF16,
10101,CASZ1,
10102,UBL7,
10103,KIAA1456,
10104,ZNF10,
10105,EDARADD,
10106,IGHMBP2,
10107,XPR1,
10108,CUEDC2,
10109,KCNG3,
10110,ZCCHC7,
10111,LCE3C,
10112,ENPP6,
10113,SPOCK1,
10114,SMIM14,
10115,ZFP62,
10116,FEZ2,
10117,WARS2,
10118,PPIL1,
10119,MAGOHB,
10120,VNN2,
10121,PDCL,
10122,PAN3,
10123,NEIL1,
10124,ACSF3,
10125,SH2D3A,
10126,SH2D3C,
10127,OXSR1,
10128,ARHGAP25,
10129,LARP1B,
10130,NAP1L3,
10131,VGF,
10132,DPYS,
10133,CRYBA4,
10134,PPP1R7,
10135,PPP1R27,
10136,CDH12,
10137,CNNM1,
10138,FOXJ2,
10139,GPR45,
10140,MRPL30,
10141,CCDC34,
10142,PCGF3,
10143,SNUPN,
10144,ICE1,
10145,FAM13B,
10146,ANKRD11,
10147,DKK3,
10148,CXADR,
10149,INPP5A,
10150,ACOT7,
10151,TCF21,
10152,ZNF496,
10153,CHRNB3,
10154,SPOCK2,
10155,BLOC1S2,
10156,SP4,
10157,CSAD,
10158,CCNL2,
10159,DDX43,
10160,SREK1,
10161,EXOSC7,
10162,OSTF1,
10163,SMG8,
10164,TACC2,
10165,PLEKHA1,
10166,JPH2,
10167,SIAE,
10168,KDM3B,
10169,SAXO1,
10170,TFEC,
10171,IRF2BP1,
10172,FAH,
10173,FBXO25,
10174,KIN,
10175,NDUFA7,
10176,IGLL1,
10177,PHKG1,
10178,COPS7B,
10179,PDCD5,
10180,KCNG4,
10181,RP11-529K1.3,
10182,DUSP19,
10183,SLC2A12,
10184,PLEKHA7,
10185,TAGLN3,
10186,ASPA,
10187,KCNK9,
10188,ZBTB20,
10189,PLIN4,
10190,RARRES2,
10191,CHSY3,
10192,SLC6A17,
10193,MIA3,
10194,CNOT10,
10195,DAAM2,
10196,NHLH1,
10197,NLRP12,
10198,FAN1,
10199,RAB11FIP1,
10200,IL33,
10201,SLC51A,
10202,SHKBP1,
10203,SHCBP1,
10204,RIF1,
10205,ABCC11,
10206,B3GAT3,
10207,SEMA3C,
10208,NAGS,
10209,BRPF1,
10210,MBD6,
10211,TEX2,
10212,NPNT,
10213,CEP162,
10214,ZNF804A,
10215,MRPL18,
10216,CTC-479C5.12,
10217,BCO1,
10218,PIGX,
10219,PTDSS1,
10220,FCGR3B,
10221,CHST12,
10222,ZNF598,
10223,ARHGEF40,
10224,MT1E,
10225,PROZ,
10226,FAM129A,
10227,CALCRL,
10228,TTC21B,
10229,CHRNG,
10230,VWCE,
10231,NXN,
10232,TLX2,
10233,SRXN1,
10234,SLC12A5,
10235,MOB2,
10236,BFSP2,
10237,ABHD16A,
10238,FOXJ3,
10239,KIF9,
10240,PNLIPRP3,
10241,MOB4,
10242,MUC17,
10243,ARHGAP4,
10244,ZNF521,
10245,CCDC170,
10246,CD5L,
10247,DYDC2,
10248,S100A11,
10249,DNAJC17,
10250,HSF5,
10251,SPRYD7,
10252,MBD4,
10253,ATP5J2-PTCD1,
10254,MBL2,
10255,PIGL,
10256,LAMP3,
10257,OR52E4,
10258,ZRANB1,
10259,CES5A,
10260,FBXL6,
10261,MT1X,
10262,KRTAP5-9,
10263,TGFBR3,
10264,TAOK2,
10265,SCGB1D4,
10266,UBL5,
10267,MYBPH,
10268,PCMT1,
10269,FSTL3,
10270,SLC25A10,
10271,DIS3L,
10272,GOLGA4,
10273,ENPP7,
10274,AFF4,
10275,DMRTB1,
10276,CNKSR1,
10277,ASMTL,
10278,MACROD1,
10279,BBC3,
10280,MRPL33,
10281,TRMT2B,
10282,GDAP1,
10283,PYM1,
10284,ATP8B2,
10285,MARVELD2,
10286,PARP10,
10287,LTBP3,
10288,DARS2,
10289,LZTS1,
10290,ZBED1,
10291,RP11-96O20.4,
10292,CHST13,
10293,AMN,
10294,KTI12,
10295,ADAMTSL4,
10296,WRAP53,
10297,AQP6,
10298,MYOM2,
10299,FUT7,
10300,STT3A,
10301,TSPYL1,
10302,ZFHX4,
10303,ZNF692,
10304,TRAK1,
10305,SPAG8,
10306,CGB1,
10307,CEP97,
10308,NFKBID,
10309,FCN1,
10310,AMELX,
10311,PRPH,
10312,LIPJ,
10313,GNPAT,
10314,MLKL,
10315,DCAF8,
10316,PTMS,
10317,GAS2,
10318,BFAR,
10319,CSRNP1,
10320,SLC6A15,
10321,ARRDC1,
10322,ELMO3,
10323,KIAA0319,
10324,RBM4,
10325,TRPM3,
10326,PCBP4,
10327,TM9SF4,
10328,POLG2,
10329,OCSTAMP,
10330,MYOF,
10331,SEPT10,
10332,PREPL,
10333,MANBA,
10334,L3MBTL3,
10335,RP5-862P8.2,
10336,TENM2,
10337,CORO7,
10338,MTIF3,
10339,GREM2,
10340,ANKRD27,
10341,OTUD1,
10342,SLC25A17,
10343,HPD,
10344,SIPA1L1,
10345,LIMS3,
10346,TXNDC12,
10347,CDH16,
10348,IFT46,
10349,TMEM177,
10350,FBXO31,
10351,RNMTL1,
10352,ZNF202,
10353,ZFYVE26,
10354,THAP1,
10355,VILL,
10356,NUDCD2,
10357,LYPD1,
10358,DMRT3,
10359,PM20D1,
10360,HLA-F,
10361,BLCAP,
10362,ANKS6,
10363,ATP8B4,
10364,PLAGL2,
10365,NUP62CL,
10366,TSPAN31,
10367,HMG20A,
10368,ZBTB3,
10369,MYT1,
10370,ATXN7L3,
10371,ZNF215,
10372,PTPN9,
10373,SGPP1,
10374,ACADL,
10375,DCUN1D2,
10376,MPLKIP,
10377,ENOSF1,
10378,LTC4S,
10379,SLC13A1,
10380,HPCAL1,
10381,PITPNA,
10382,OIP5,
10383,SLC25A22,
10384,HTRA4,
10385,DOCK5,
10386,CDK5RAP3,
10387,ZCCHC11,
10388,ARID3B,
10389,PTPN4,
10390,RGS11,
10391,GABRA2,
10392,ANXA3,
10393,DHFRL1,
10394,BST1,
10395,ST20-MTHFS,
10396,INPP5F,
10397,OTUB2,
10398,TMEM14B,
10399,SLC35B4,
10400,RASGRP4,
10401,RRAGD,
10402,TP53AIP1,
10403,AGAP3,
10404,FIBCD1,
10405,OR1J4,
10406,KMO,
10407,FUT8,
10408,NAA30,
10409,RNF34,
10410,C2CD4A,
10411,IRX5,
10412,GTPBP2,
10413,GUCA1B,
10414,TMBIM1,
10415,MAN2A1,
10416,PUS10,
10417,LRRC40,
10418,WTAP,
10419,PCLO,
10420,SGMS2,
10421,SV2B,
10422,SCMH1,
10423,ANKRD50,
10424,AKR1C3,
10425,MYADM,
10426,AVPR2,
10427,GLTP,
10428,GPR15,
10429,DDX46,
10430,USP51,
10431,STAB2,
10432,RNF113A,
10433,ABCA13,
10434,TRIOBP,
10435,MYRF,
10436,MALSU1,
10437,TPPP,
10438,ESPNL,
10439,SVIP,
10440,AGMAT,
10441,ATMIN,
10442,TRMT61B,
10443,RPGRIP1,
10444,MCMBP,
10445,TMCO4,
10446,MYCL,
10447,SYT4,
10448,C1QTNF1,
10449,PRR15,
10450,TCEB3B,
10451,AUH,
10452,ZNF281,
10453,KIF24,
10454,LEMD3,
10455,HTN3,
10456,OPN1LW,
10457,SFXN1,
10458,SKAP2,
10459,C2orf49,
10460,LRRC49,
10461,TPSG1,
10462,DAGLA,
10463,SPINT4,
10464,CSDC2,
10465,HRK,
10466,NLRP1,
10467,MLX,
10468,NUDT10,
10469,B3GNT4,
10470,IKZF5,
10471,KDM8,
10472,ZNF536,
10473,FREM1,
10474,NAV2,
10475,UCK2,
10476,SMYD5,
10477,USP36,
10478,GSE1,
10479,GPR6,
10480,DMRTA1,
10481,RASA3,
10482,ELK3,
10483,TSPYL5,
10484,CLUAP1,
10485,IDI2,
10486,TLL1,
10487,SPPL2C,
10488,MLPH,
10489,DCTN6,
10490,POU5F2,
10491,SLC5A8,
10492,WDR34,
10493,ATG4B,
10494,MAP3K12,
10495,AMER1,
10496,SSBP2,
10497,NAV3,
10498,WSCD2,
10499,COX7B,
10500,CHERP,
10501,PSTPIP2,
10502,SLC26A5,
10503,EMC8,
10504,PPP6C,
10505,CTC-554D6.1,
10506,TCF19,
10507,FBXO40,
10508,WBP2,
10509,DKK4,
10510,WDFY4,
10511,MTMR6,
10512,PSMG2,
10513,LRRIQ3,
10514,LACRT,
10515,C1orf35,
10516,LECT2,
10517,PITPNM3,
10518,PCDH19,
10519,SLCO4C1,
10520,CLEC7A,
10521,IFT140,
10522,GZMM,
10523,PCBD2,
10524,DAOA,
10525,DUPD1,
10526,COA7,
10527,RINT1,
10528,EPS8L2,
10529,SCRN1,
10530,TRNT1,
10531,ADGRV1,
10532,ZFYVE28,
10533,TRAPPC5,
10534,ATRN,
10535,SEPT14,
10536,CTU1,
10537,GABRG1,
10538,HGH1,
10539,MGAT1,
10540,KCNV1,
10541,SLC37A1,
10542,AARD,
10543,UNC93A,
10544,SMPD3,
10545,LIPH,
10546,ZBTB33,
10547,OLFM3,
10548,SDS,
10549,CD37,
10550,CLN5,
10551,FKBP10,
10552,ANKS1A,
10553,CCDC91,
10554,TNFSF9,
10555,BAG5,
10556,AHSP,
10557,ZNF683,
10558,TAF8,
10559,MFI2,
10560,ATG14,
10561,EMC4,
10562,LGALS7,
10563,COX7A2,
10564,B4GALT2,
10565,CHST15,
10566,KIF1BP,
10567,TAPBPL,
10568,CLIC5,
10569,CAPN15,
10570,PHF6,
10571,EMC7,
10572,WDR6,
10573,STARD5,
10574,ELOVL6,
10575,HOXA4,
10576,ENKD1,
10577,GLYATL1,
10578,SDHAF3,
10579,TRIM35,
10580,TMEM2,
10581,TTLL12,
10582,LOXL1,
10583,GTF2IRD1,
10584,MAGEB1,
10585,PDSS1,
10586,CTDSP2,
10587,PIGB,
10588,ASCC1,
10589,RHOXF2B,
10590,HSD17B11,
10591,TMCO1,
10592,DCAF11,
10593,NCOA7,
10594,ECH1,
10595,PTPRE,
10596,ORMDL1,
10597,RCE1,
10598,TAF1D,
10599,KCNJ9,
10600,OSBPL1A,
10601,NEK1,
10602,SLA,
10603,GTF3C3,
10604,AUTS2,
10605,TOMM7,
10606,SH2D4A,
10607,GPR182,
10608,PCBP3,
10609,LPCAT3,
10610,DNAJC30,
10611,RGS5,
10612,GIPC2,
10613,KLRC4,
10614,BLZF1,
10615,UBR3,
10616,TANC2,
10617,GLYAT,
10618,FRMD4A,
10619,ZNF808,
10620,SULT1C4,
10621,L3MBTL2,
10622,PTRH2,
10623,RASSF9,
10624,LAG3,
10625,TRIM47,
10626,TM4SF1,
10627,DBR1,
10628,PCID2,
10629,GABRA4,
10630,POGLUT1,
10631,OPA3,
10632,HRSP12,
10633,SCAI,
10634,DOK5,
10635,PARS2,
10636,PAIP1,
10637,MTMR14,
10638,A4GALT,
10639,EMC10,
10640,IFT80,
10641,PARG,
10642,CTD-3148I10.9,
10643,ZNF593,
10644,LYPD6,
10645,PERP,
10646,GPR171,
10647,PPM1M,
10648,MTPAP,
10649,NDUFAF1,
10650,VWA8,
10651,TRMU,
10652,SNX22,
10653,PGRMC2,
10654,ITLN1,
10655,LIMS1,
10656,GDPD5,
10657,FKBP6,
10658,SEP15,
10659,RP11-934B9.3,
10660,EAF2,
10661,ITPKA,
10662,ZMAT2,
10663,ELOVL1,
10664,FLRT3,
10665,PPM1J,
10666,ADGRF4,
10667,SHARPIN,
10668,HEPACAM2,
10669,ZDHHC7,
10670,NIPA1,
10671,SPRY4,
10672,CSNK1G3,
10673,CENPV,
10674,TRPC4AP,
10675,BTBD2,
10676,TGM6,
10677,SKAP1,
10678,HMGB3,
10679,TNFSF13,
10680,FMNL1,
10681,VEZT,
10682,MUC12,
10683,CLRN1,
10684,GABPB1,
10685,GATB,
10686,CLCA1,
10687,HACL1,
10688,ACSM2A,
10689,PADI2,
10690,ATP10D,
10691,PARP15,
10692,MPC1,
10693,MAST2,
10694,RBM3,
10695,RRAGA,
10696,DMRTC2,
10697,GML,
10698,ASB7,
10699,EMP2,
10700,BAIAP2L1,
10701,RHOXF1,
10702,APIP,
10703,GTF3C4,
10704,OCIAD2,
10705,G0S2,
10706,ANKRD46,
10707,NLRP5,
10708,PPIL6,
10709,GSG2,
10710,FUBP3,
10711,STMN2,
10712,SLC7A14,
10713,NDUFB1,
10714,UBAP2,
10715,XPNPEP3,
10716,APOBEC2,
10717,UBASH3A,
10718,S100P,
10719,RASA2,
10720,SLC18A1,
10721,BCL2L10,
10722,ZNF516,
10723,ZNF346,
10724,DLGAP4,
10725,HOXB3,
10726,DNAJC25,
10727,ATG2A,
10728,B3GNTL1,
10729,NAP1L6,
10730,SPRED3,
10731,WDR55,
10732,AMOTL1,
10733,DNAI2,
10734,ADAT1,
10735,TSC22D2,
10736,ACY3,
10737,C9orf64,
10738,USMG5,
10739,MAGEF1,
10740,MAK,
10741,TSPAN8,
10742,BCL9,
10743,CTSF,
10744,DCAF16,
10745,EPB41L5,
10746,SH3RF1,
10747,PRAM1,
10748,HECA,
10749,SLAMF1,
10750,USP45,
10751,WNK3,
10752,B4GALT3,
10753,WDR62,
10754,PCBD1,
10755,PLA1A,
10756,POU6F1,
10757,OTOGL,
10758,TET3,
10759,FCHSD2,
10760,STXBP6,
10761,CTTNBP2,
10762,CHST10,
10763,USP42,
10764,SCLT1,
10765,CLIC6,
10766,MTG2,
10767,EBAG9,
10768,TCTA,
10769,FABP9,
10770,PRIMA1,
10771,ARL2,
